"source_file","disposition","canonical_cluster","destination_topic","destination_slug","page_type","status","review_notes"
"LOU32HELP_powershell_diagnosticdataviewerwithps_info.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_powershell_enablewingettabcompletioninpsprofile.txt","merge","powershell-console-profile-customization","powershell/profiles","/powershell/profiles/console-and-profile-customization/","template","published","Consolidate profile snippets, module helpers, and transcript patterns into one console/profile page."
"LOU32HELP_POWERSHELL_EXAMPLE_SCRIPT_installwingetonwindowssandbox.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_powershell_examplefunctioncommand_converttabdelimitedcsvtocommadelimited_template.txt","merge","powershell-file-and-text-recipes","powershell/filesystem","/powershell/filesystem/file-and-text-recipes/","recipe","published","Collect file, text, and path manipulation helpers into one recipe page."
"LOU32HELP_powershell_examplesyntaxforwhere-objectcommand.txt","merge","powershell-system-inspection-patterns","powershell/querying","/powershell/querying/system-inspection-patterns/","reference","published","Group PowerShell query, CIM, process, and inspection snippets into one system inspection reference."
"LOU32HELP_powershell_functionforpsprofile_installandimportmodulesautomatically_install-and-import.txt","merge","powershell-console-profile-customization","powershell/profiles","/powershell/profiles/console-and-profile-customization/","template","published","Consolidate profile snippets, module helpers, and transcript patterns into one console/profile page."
"LOU32HELP_powershell_getallprocessesandvirtualmemoryusageinatable.txt","merge","powershell-system-inspection-patterns","powershell/querying","/powershell/querying/system-inspection-patterns/","reference","published","Group PowerShell query, CIM, process, and inspection snippets into one system inspection reference."
"LOU32HELP_powershell_getallurls_pscommand.txt","merge","powershell-file-and-text-recipes","powershell/filesystem","/powershell/filesystem/file-and-text-recipes/","recipe","published","Collect file, text, and path manipulation helpers into one recipe page."
"LOU32HELP_powershell_getinfoaboutsvchostinstance_getciminstanceclasstypewin32service.txt","merge","powershell-system-inspection-patterns","powershell/querying","/powershell/querying/system-inspection-patterns/","reference","published","Group PowerShell query, CIM, process, and inspection snippets into one system inspection reference."
"LOU32HELP_powershell_heyscriptingguy_converthextoasciiwithpowershellarticleoriginaltxt.txt","merge","powershell-file-and-text-recipes","powershell/filesystem","/powershell/filesystem/file-and-text-recipes/","recipe","published","Collect file, text, and path manipulation helpers into one recipe page."
"LOU32HELP_powershell_howtoviewcurrentsessionPATHenvironmentvariablesinreadableformat.txt","merge","powershell-file-and-text-recipes","powershell/filesystem","/powershell/filesystem/file-and-text-recipes/","recipe","published","Collect file, text, and path manipulation helpers into one recipe page."
"LOU32HELP_powershell_listallmscfilesinwindir.txt","merge","powershell-file-and-text-recipes","powershell/filesystem","/powershell/filesystem/file-and-text-recipes/","recipe","published","Collect file, text, and path manipulation helpers into one recipe page."
"LOU32HELP_powershell_managesystemserviceswithpowershell.txt","merge","powershell-system-inspection-patterns","powershell/querying","/powershell/querying/system-inspection-patterns/","reference","published","Group PowerShell query, CIM, process, and inspection snippets into one system inspection reference."
"LOU32HELP_powershell_networkmonitoringwithpowershell_win11.txt","merge","powershell-system-inspection-patterns","powershell/querying","/powershell/querying/system-inspection-patterns/","reference","published","Group PowerShell query, CIM, process, and inspection snippets into one system inspection reference."
"LOU32HELP_powershell_pwsh.dll_commandlinepassexamplesREF.txt","merge","powershell-file-and-text-recipes","powershell/filesystem","/powershell/filesystem/file-and-text-recipes/","recipe","published","Collect file, text, and path manipulation helpers into one recipe page."
"LOU32HELP_powershell_renameandchangefileextensions_example.txt","merge","powershell-file-and-text-recipes","powershell/filesystem","/powershell/filesystem/file-and-text-recipes/","recipe","published","Collect file, text, and path manipulation helpers into one recipe page."
"LOU32HELP_Powershell_setDNSoverHTTPSviaPowershell.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_powershell_showcommandinfofornoncompiledcommandsorfunctions.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_powershell_troubleshootingdevicesanddriverswithpowershell_howtoquerydevicesanddrivers.txt","merge","powershell-system-inspection-patterns","powershell/querying","/powershell/querying/system-inspection-patterns/","reference","published","Group PowerShell query, CIM, process, and inspection snippets into one system inspection reference."
"LOU32HELP_powershell_twoexamples_converthextoascii_windowsitproarchive.txt","merge","powershell-file-and-text-recipes","powershell/filesystem","/powershell/filesystem/file-and-text-recipes/","recipe","published","Collect file, text, and path manipulation helpers into one recipe page."
"LOU32HELP_powershell_usingbitstransfer.txt","merge","bits-transfer","powershell/networking","/powershell/networking/bits-transfer/","recipe","published","Consolidate legacy BITS examples into the canonical transfer recipe."
"LOU32HELP_powershell_write-hostcustomtextformattingoptions.txt","merge","powershell-pause-and-output-patterns","powershell/syntax","/powershell/syntax/pause-and-output-patterns/","reference","published","Merge pause methods and console output formatting examples into one syntax reference."
"LOU32HELP_powershellcommand_takeownership_regkeyexpflexpadpro_HKCR-Directory-shell-TakeOwnership-TakeOwnership.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_powershelldismonelinercommandsreferenceISOWIMtasks.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_productkey_windows2000professional_retailkey.txt","archive","legacy-archive","","","","","Leave low-value, risky, or non-library material in the raw archive."
"LOU32HELP_PS_howtobreakalineinpowershellwrite-host.txt","merge","powershell-pause-and-output-patterns","powershell/syntax","/powershell/syntax/pause-and-output-patterns/","reference","published","Merge pause methods and console output formatting examples into one syntax reference."
"LOU32HELP_PS_POWERSHELLSCRIPTWITHFFMPEG_VIDEOFRAMEEXTRACTION.txt","merge","ffmpeg-conversion-frame-extraction","media/ffmpeg","/media/ffmpeg/conversion-and-frame-extraction/","template","published","Consolidate ffmpeg conversion, extraction, and related media command templates into one page."
"LOU32HELP_ps_psprofilefunction_logtranscriptionsforallpssessions.txt","merge","powershell-console-profile-customization","powershell/profiles","/powershell/profiles/console-and-profile-customization/","template","published","Consolidate profile snippets, module helpers, and transcript patterns into one console/profile page."
"LOU32HELP_ps_psprofilesetting_increasepsconsolehistoryto10000.txt","merge","powershell-console-profile-customization","powershell/profiles","/powershell/profiles/console-and-profile-customization/","template","published","Consolidate profile snippets, module helpers, and transcript patterns into one console/profile page."
"LOU32HELP_ps_template_powershelltranscriptexample.txt","merge","powershell-console-profile-customization","powershell/profiles","/powershell/profiles/console-and-profile-customization/","template","published","Consolidate profile snippets, module helpers, and transcript patterns into one console/profile page."
"LOU32HELP_pscmdref.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_PSProfileCustomizations.txt","merge","powershell-console-profile-customization","powershell/profiles","/powershell/profiles/console-and-profile-customization/","template","published","Consolidate profile snippets, module helpers, and transcript patterns into one console/profile page."
"LOU32HELP_psscript_functionbreakdown_test-iswindowsterminal_fullbreakdown.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_rclone_examplecommandfordropbox.txt","merge","rclone-provider-copy-examples","backup-sync/rclone","/backup-sync/rclone/provider-copy-examples/","template","published","Merge provider-specific copy commands into one reusable sync reference."
"LOU32HELP_rclone_examplecommandforgoogledrive.txt","merge","rclone-provider-copy-examples","backup-sync/rclone","/backup-sync/rclone/provider-copy-examples/","template","published","Merge provider-specific copy commands into one reusable sync reference."
"LOU32HELP_rclone_examplecommandparallelismshowprogress.txt","merge","rclone-provider-copy-examples","backup-sync/rclone","/backup-sync/rclone/provider-copy-examples/","template","published","Merge provider-specific copy commands into one reusable sync reference."
"LOU32HELP_rclone_exampleoptimizedonlynewerfilescopy.txt","merge","rclone-provider-copy-examples","backup-sync/rclone","/backup-sync/rclone/provider-copy-examples/","template","published","Merge provider-specific copy commands into one reusable sync reference."
"LOU32HELP_rclone_onedrivebestsettingsdefaulttemplate.txt","merge","rclone-provider-copy-examples","backup-sync/rclone","/backup-sync/rclone/provider-copy-examples/","template","published","Merge provider-specific copy commands into one reusable sync reference."
"LOU32HELP_rclone_templaterclonecopycommandsfortaskscheduler_allproviders.txt","merge","rclone-task-scheduler-template","backup-sync/rclone","/backup-sync/rclone/task-scheduler-template/","template","published","Move scheduler-ready command wrappers into the canonical task scheduler template."
"LOU32HELP_REF_8dnsproviderslist.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_REF_ffmpegtemplates.txt","merge","ffmpeg-conversion-frame-extraction","media/ffmpeg","/media/ffmpeg/conversion-and-frame-extraction/","template","published","Consolidate ffmpeg conversion, extraction, and related media command templates into one page."
"LOU32HELP_REF_gmmap.txt","merge","core-midi-reference","midi/reference","/midi/reference/core-midi-reference/","reference","published","Fold MIDI basics, terminology, patch maps, and charts into one core MIDI reference."
"LOU32HELP_REF_powershell_powershellpausemethods_withexamples.txt","merge","powershell-pause-and-output-patterns","powershell/syntax","/powershell/syntax/pause-and-output-patterns/","reference","published","Merge pause methods and console output formatting examples into one syntax reference."
"LOU32HELP_REF_PowerShellSyntax_examplequerytogetallobjectswherenamelike_withwildcards_TEMPLATEREF.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_REF_winpecustomizableimageguide_winpeusbbootable_winpeguisupport_fullwindocsreport.txt","split","windows-large-reference-batch","windows","","reference","","Large legacy table or WinPE reference that should stay archived until a dedicated split-and-rewrite batch."
"LOU32HELP_REF_yt-dlp_examplecommandtodownloadyoutubevideoasmp3.txt","merge","yt-dlp-media-download-templates","cli-tools/yt-dlp","/cli-tools/yt-dlp/media-download-templates/","template","published","Collect audio download, playlist, and output template notes into one media download page."
"LOU32HELP_REF_yt-dlp_examplecommandtodownloadyoutubevideoinhighestavailablequality.txt","merge","yt-dlp-media-download-templates","cli-tools/yt-dlp","/cli-tools/yt-dlp/media-download-templates/","template","published","Collect audio download, playlist, and output template notes into one media download page."
"LOU32HELP_REF_yt-dlp_formatselectiontemplates.txt","merge","yt-dlp-media-download-templates","cli-tools/yt-dlp","/cli-tools/yt-dlp/media-download-templates/","template","published","Collect audio download, playlist, and output template notes into one media download page."
"LOU32HELP_REF_yt-dlp_outputtemplatesexamples.txt","merge","yt-dlp-media-download-templates","cli-tools/yt-dlp","/cli-tools/yt-dlp/media-download-templates/","template","published","Collect audio download, playlist, and output template notes into one media download page."
"LOU32HELP_reg_disablefontsmoothing.txt","merge","disable-font-smoothing","windows/display","/windows/display/disable-font-smoothing/","recipe","published","Reuse the existing font smoothing recipe as the canonical destination."
"LOU32HELP_reg_win10defaultfontsubstitutesvalues.txt","merge","windows-display-diagnostics","windows/display","/windows/display/display-diagnostics/","reference","published","Group display diagnostics, font tuning, and DPI notes into one Windows display reference."
"LOU32HELP_regedit_howtorestoreclassicalttabinterfaceonwin10andwin11.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_regref_showlnkext_shortcuts.txt","merge","windows-settings-shell-shortcuts","windows/shortcuts","/windows/shortcuts/settings-and-shell-shortcuts/","reference","published","Consolidate Settings URIs, shell namespace shortcuts, and shell folder references into one shortcut guide."
"LOU32HELP_regsvr32_registerOCXfile.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_removefontsfromsystemreservedpartition.txt","merge","windows-display-diagnostics","windows/display","/windows/display/display-diagnostics/","reference","published","Group display diagnostics, font tuning, and DPI notes into one Windows display reference."
"LOU32HELP_repairwindowsstoreappsviapowershell.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_reregisterallappxpackagesonsystem_settingsdisplayglitchfix.txt","merge","windows-dism-appx-system-repair","windows/maintenance","/windows/maintenance/dism-appx-and-system-repair/","recipe","published","Merge DISM, AppX, SFC, and maintenance commands into one repair-oriented workflow page."
"LOU32HELP_robocopy_flags_systemandhiddenattributebug_appendtocommandtoavoid.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_robocopy_template_backupclouis32_preservedesktopini.txt","merge","rclone-provider-copy-examples","backup-sync/rclone","/backup-sync/rclone/provider-copy-examples/","template","published","Merge provider-specific copy commands into one reusable sync reference."
"LOU32HELP_rufus_pressaltplusetoenableUEFIandMBRmodeforbootableusb.txt","merge","windows-install-and-oobe-notes","windows/install","/windows/install/windows-install-and-oobe-notes/","recipe","published","Group install-media, OOBE, and setup notes into one curated Windows install page."
"LOU32HELP_searchforCIMclassnames.txt","merge","powershell-system-inspection-patterns","powershell/querying","/powershell/querying/system-inspection-patterns/","reference","published","Group PowerShell query, CIM, process, and inspection snippets into one system inspection reference."
"LOU32HELP_security_listofregistryvaluestomonitorformalware.txt","merge","windows-registry-monitoring-reference","security/windows","/security/windows/registry-monitoring-reference/","reference","draft","Keep defensive Windows monitoring content in a draft security reference."
"LOU32HELP_settingconsolefontsviatheregistry_KB247815.txt","merge","windows-display-diagnostics","windows/display","/windows/display/display-diagnostics/","reference","published","Group display diagnostics, font tuning, and DPI notes into one Windows display reference."
"LOU32HELP_shellcommandslist.txt","merge","windows-settings-shell-shortcuts","windows/shortcuts","/windows/shortcuts/settings-and-shell-shortcuts/","reference","published","Consolidate Settings URIs, shell namespace shortcuts, and shell folder references into one shortcut guide."
"LOU32HELP_smartrename_readme_gith.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_template_autounattend.xml_bypasswindows11onlineaccountcreationwithlocalaccount.txt","merge","windows-install-and-oobe-notes","windows/install","/windows/install/windows-install-and-oobe-notes/","recipe","published","Group install-media, OOBE, and setup notes into one curated Windows install page."
"LOU32HELP_tinycorelinux_howtoconfigurefirefoxfortinycore_comment.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_troubleshootingbitlockerencryptionkeyerrors_win11home_startupbitlockerscreenloop.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_troubleshootingwithntttcptool.txt","merge","powershell-system-inspection-patterns","powershell/querying","/powershell/querying/system-inspection-patterns/","reference","published","Group PowerShell query, CIM, process, and inspection snippets into one system inspection reference."
"LOU32HELP_TwoPowershellCommandsToRunDaily.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_ungoogledchromiumaddgoogleassearchengine.txt","merge","browser-search-operator-reference","browser-web/search","/browser-web/search/search-operator-reference/","reference","published","Keep benign search operator and browser search-provider notes in the browser search reference."
"LOU32HELP_uninstallingmodulePowerShellGet_oldversions.txt","merge","powershell-console-profile-customization","powershell/profiles","/powershell/profiles/console-and-profile-customization/","template","published","Consolidate profile snippets, module helpers, and transcript patterns into one console/profile page."
"LOU32HELP_usingmsshelldlgandmsshelldlg2.txt","merge","windows-settings-shell-shortcuts","windows/shortcuts","/windows/shortcuts/settings-and-shell-shortcuts/","reference","published","Consolidate Settings URIs, shell namespace shortcuts, and shell folder references into one shortcut guide."
"LOU32HELP_viewopenportswithnetstat.txt","merge","powershell-system-inspection-patterns","powershell/querying","/powershell/querying/system-inspection-patterns/","reference","published","Group PowerShell query, CIM, process, and inspection snippets into one system inspection reference."
"LOU32HELP_visualstudio2015_downloadurls.txt","merge","windows-install-and-oobe-notes","windows/install","/windows/install/windows-install-and-oobe-notes/","recipe","published","Group install-media, OOBE, and setup notes into one curated Windows install page."
"LOU32HELP_waybackdownloadindex_master.txt","merge","wget-recursive-download","cli-tools/wget","/cli-tools/wget/recursive-download/","reference","published","Keep wget mirroring and recursive download variants under the canonical wget reference."
"LOU32HELP_wget2_flagsreference_recursivewholesitedownload.txt","merge","wget-recursive-download","cli-tools/wget","/cli-tools/wget/recursive-download/","reference","published","Keep wget mirroring and recursive download variants under the canonical wget reference."
"LOU32HELP_wget2_wgetrecursivedownload_examples.txt","merge","wget-recursive-download","cli-tools/wget","/cli-tools/wget/recursive-download/","reference","published","Exact duplicate of LOU32HELP_wgetrecursivedownload_examples.txt; treat as an alias-only inventory record."
"LOU32HELP_wgetrecursivedownload_examples.txt","merge","wget-recursive-download","cli-tools/wget","/cli-tools/wget/recursive-download/","reference","published","Keep wget mirroring and recursive download variants under the canonical wget reference."
"LOU32HELP_wgetrecursivedownload.txt","merge","wget-recursive-download","cli-tools/wget","/cli-tools/wget/recursive-download/","reference","published","Keep wget mirroring and recursive download variants under the canonical wget reference."
"LOU32HELP_win10enterprise_bootableisousbguide.txt","merge","windows-install-and-oobe-notes","windows/install","/windows/install/windows-install-and-oobe-notes/","recipe","published","Group install-media, OOBE, and setup notes into one curated Windows install page."
"LOU32HELP_win10firstrun_script_disableselectservices.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_win10updateerror0x80070005solutionpowershell.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_win11bypassrequirementsregfileforwim_regastxt.txt","merge","windows-install-and-oobe-notes","windows/install","/windows/install/windows-install-and-oobe-notes/","recipe","published","Group install-media, OOBE, and setup notes into one curated Windows install page."
"LOU32HELP_win11disableautoinstallingapps_regeditdword.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_win11exportstartmenulayouttojsonfile.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_win32apis_windowingfunctions_learningdigimalokotips.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_windowsdefender_presetsforExplorerPatcherInstallation_viagit.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_windowserrorcodes_master.txt","split","windows-large-reference-batch","windows","","reference","","Large legacy table or WinPE reference that should stay archived until a dedicated split-and-rewrite batch."
"LOU32HELP_windowshelpCLSIDregistrylocation_winhlp32.txt","merge","windows-settings-shell-shortcuts","windows/shortcuts","/windows/shortcuts/settings-and-shell-shortcuts/","reference","published","Consolidate Settings URIs, shell namespace shortcuts, and shell folder references into one shortcut guide."
"LOU32HELP_windowsimagereference_minimumneededfontlistforwindowsimages.txt","merge","windows-display-diagnostics","windows/display","/windows/display/display-diagnostics/","reference","published","Group display diagnostics, font tuning, and DPI notes into one Windows display reference."
"LOU32HELP_windowswitchershellcommandvalue_onlyforCMDnotPWSH.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_winget_creatinganduploadingawingetpackage.txt","merge","winget-package-management-reference","cli-tools/winget","/cli-tools/winget/package-management-reference/","reference","published","Combine winget packaging, return-code, and client notes into one package management reference."
"LOU32HELP_winget_ms_apps_all_winget_list.txt","merge","winget-package-management-reference","cli-tools/winget","/cli-tools/winget/package-management-reference/","reference","published","Combine winget packaging, return-code, and client notes into one package management reference."
"LOU32HELP_wingetreturncodes_errorlookupreferencewinget.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_WinPEOptionalComponents_commandlist_MASTER.txt","split","windows-large-reference-batch","windows","","reference","","Large legacy table or WinPE reference that should stay archived until a dedicated split-and-rewrite batch."
"LOU32HELP_WinPEOptionalComponents_lou32template_copypaste.txt","split","windows-large-reference-batch","windows","","reference","","Large legacy table or WinPE reference that should stay archived until a dedicated split-and-rewrite batch."
"LOU32HELP_writedirlisttotextfile.txt","merge","powershell-file-and-text-recipes","powershell/filesystem","/powershell/filesystem/file-and-text-recipes/","recipe","published","Collect file, text, and path manipulation helpers into one recipe page."
"LOU32HELP_wsl_codexexamplelaunchcommands.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOU32HELP_yt-dlp_downloadentireyoutubemusicplaylistasmp3s_oneliner.txt","merge","yt-dlp-media-download-templates","cli-tools/yt-dlp","/cli-tools/yt-dlp/media-download-templates/","template","published","Collect audio download, playlist, and output template notes into one media download page."
"LOU32HELP_yt-dlp_examplecommanddownloadentirealbumfromyoutubemusicasmp3.txt","merge","yt-dlp-media-download-templates","cli-tools/yt-dlp","/cli-tools/yt-dlp/media-download-templates/","template","published","Collect audio download, playlist, and output template notes into one media download page."
"LOU32HELP_yt-dlp_mp3bestqual_default.txt","merge","yt-dlp-media-download-templates","cli-tools/yt-dlp","/cli-tools/yt-dlp/media-download-templates/","template","published","Collect audio download, playlist, and output template notes into one media download page."
"LOU32HELP=WinThumbsPreloader_help.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOUHELP_get-commandexcludingwindowssysfolder.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOUHELP32_CountSavedFolderViews.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOUHELP32_GetAllVariablesAndValuesOfCMDLET.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOUHELP32_LouCommander.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"LOUHELP32_REGISTRY_GETALLSOFTWARECLSID.txt","archive","legacy-archive","","","","","Leave this file in docs/ until a later migration batch rewrites or consolidates it."
"POWERSHELL_ ALIAS-EXAMPLES_REF.txt","merge","powershell-console-profile-customization","powershell/profiles","/powershell/profiles/console-and-profile-customization/","template","published","Consolidate profile snippets, module helpers, and transcript patterns into one console/profile page."
